@RELATION "dataset ONOS"

@ATTRIBUTE Src-Port NUMERIC
@ATTRIBUTE Dst-Port NUMERIC
@ATTRIBUTE Total-Len-Fwd-Pkts NUMERIC
@ATTRIBUTE Total-Len-Bwd-Pkts NUMERIC
@ATTRIBUTE Fwd-Pkt-Len-Min NUMERIC
@ATTRIBUTE Pkt-Len-Mean NUMERIC
@ATTRIBUTE Flow-IAT-Min NUMERIC
@ATTRIBUTE Fwd-IAT-Min NUMERIC
@ATTRIBUTE Bwd-IAT-Mean NUMERIC
@ATTRIBUTE Fwd-PSH-Flags NUMERIC
@ATTRIBUTE PSH-Flag-Cnt NUMERIC
@ATTRIBUTE ACK-Flag-Cnt NUMERIC
@ATTRIBUTE Label {0, 1}

@DATA
53574,25,282,384,40,66,2,4,2048,1,3,8,0
53572,25,40,0,40,40,0,0,0,0,0,0,0
53574,25,40,0,40,40,0,0,0,0,0,0,0
46266,8180,763,9395,52,461,4,5,11,1,2,21,0
36478,22,4908,5358,52,218,3,5,449,13,25,46,0
36478,22,4908,5358,52,218,3,5,449,13,25,46,0
20,33369,665,164,52,103,5,8,16,1,1,7,0
55524,21,811,856,52,64,1,4,15,6,14,25,0
55524,21,811,856,52,64,1,4,15,6,14,25,0
36484,22,4892,4318,52,195,1,4,450,13,25,46,0
36484,22,4892,4318,52,195,1,4,450,13,25,46,0
36488,22,4892,4318,52,195,3,4,381,13,25,46,0
36488,22,4892,4318,52,195,3,4,381,13,25,46,0
36490,22,4908,5358,52,218,1,4,450,13,25,46,0
41180,139,100,60,40,53,18,32,0,0,0,1,0
54580,445,216,164,52,54,7,7,20,0,0,6,0
46290,8180,763,9395,52,461,1,5,10,1,2,21,0
36382,80,446,1340,52,178,5,5,19,1,2,9,0
46294,8180,763,9395,52,461,2,4,9,1,2,21,0
46300,8180,763,9395,52,461,1,5,9,1,2,21,0
53638,25,282,384,40,66,1,4,2504,1,3,8,0
53638,25,282,384,40,66,1,4,2504,1,3,8,0
53638,25,40,0,40,40,0,0,0,0,0,0,0
36514,22,4892,4318,52,195,1,5,451,13,25,46,0
36514,22,4892,4318,52,195,1,5,451,13,25,46,0
46306,8180,763,9395,52,461,1,4,9,1,2,21,0
36518,22,4908,5358,52,218,3,5,357,13,25,46,0
36518,22,4908,5358,52,218,3,5,357,13,25,46,0
20,47943,665,164,52,103,5,8,23,1,1,7,0
55564,21,811,804,52,64,1,3,16,6,14,24,0
36522,22,4908,5358,52,218,1,5,449,13,25,46,0
46314,8180,763,9395,52,461,1,4,10,1,2,21,0
53658,25,282,384,40,66,3,4,2505,1,3,8,0
53658,25,282,384,40,66,3,4,2505,1,3,8,0
53658,25,40,0,40,40,0,0,0,0,0,0,0
36530,22,4892,4318,52,195,1,4,450,13,25,46,0
36532,22,4908,5358,52,218,1,4,410,13,25,46,0
36532,22,4908,5358,52,218,1,4,410,13,25,46,0
36534,22,4908,5358,52,218,1,4,450,13,25,46,0
36534,22,4908,5358,52,218,1,4,450,13,25,46,0
36416,80,446,1340,52,178,4,4,15,1,2,9,0
36420,80,446,1340,52,178,4,4,15,1,2,9,0
36546,22,4908,5358,52,218,1,4,449,13,25,46,0
36546,22,4908,5358,52,218,1,4,449,13,25,46,0
46338,8180,763,9395,52,461,1,4,9,1,2,21,0
36550,22,4892,4318,52,195,2,4,376,13,25,46,0
36550,22,4892,4318,52,195,2,4,376,13,25,46,0
46342,8180,763,9395,52,461,1,4,9,1,2,21,0
36554,22,4892,4318,52,195,1,4,450,13,25,46,0
36558,22,4856,5358,52,222,1,5,452,13,25,45,0
46350,8180,763,9395,52,461,2,5,10,1,2,21,0
46352,8180,763,9395,52,461,5,4,10,1,2,21,0
36564,22,4908,5358,52,218,3,5,391,13,25,46,0
36450,80,446,1340,52,178,4,4,18,1,2,9,0
53698,25,282,384,40,66,1,4,2505,1,3,8,0
53698,25,282,384,40,66,1,4,2505,1,3,8,0
53698,25,40,0,40,40,0,0,0,0,0,0,0
36572,22,4892,4318,52,195,1,4,449,13,25,46,0
46364,8180,763,9395,52,461,1,4,9,1,2,21,0
41260,139,100,60,40,53,16,30,0,0,0,1,0
54660,445,216,164,52,54,6,6,20,0,0,6,0
36580,22,4892,4318,52,195,1,4,450,13,25,46,0
36580,22,4892,4318,52,195,1,4,450,13,25,46,0
46372,8180,763,9395,52,461,2,4,10,1,2,21,0
36584,22,4908,5358,52,218,1,4,378,13,25,46,0
36584,22,4908,5358,52,218,1,4,378,13,25,46,0
41272,139,100,60,40,53,12,24,0,0,0,1,0
54672,445,216,164,52,54,6,6,16,0,0,6,0
36596,22,4908,5358,52,218,1,4,450,13,25,46,0
36596,22,4908,5358,52,218,1,4,450,13,25,46,0
20,57227,665,164,52,103,5,10,16,1,1,7,0
55646,21,812,856,52,64,2,5,16,6,14,25,0
55646,21,812,856,52,64,2,5,16,6,14,25,0
46396,8180,763,9395,52,461,1,5,11,1,2,21,0
53730,25,282,384,40,66,1,4,2503,1,3,8,0
53730,25,40,0,40,40,0,0,0,0,0,0,0
53740,25,282,384,40,66,2,5,2510,1,3,8,0
53740,25,40,0,40,40,0,0,0,0,0,0,0
36612,22,4908,5358,52,218,3,4,450,13,25,46,0
36612,22,4908,5358,52,218,3,4,450,13,25,46,0
36616,22,4908,5358,52,218,3,3,354,13,25,46,0
36618,22,4908,5358,52,218,2,4,450,13,25,46,0
36618,22,4908,5358,52,218,2,4,450,13,25,46,0
20,32923,665,164,52,103,5,8,15,1,1,7,0
55664,21,812,856,52,64,2,4,13,6,14,25,0
55664,21,812,856,52,64,2,4,13,6,14,25,0
46414,8180,763,9395,52,461,1,4,9,1,2,21,0
36626,22,4908,5358,52,218,2,4,450,13,25,46,0
36628,22,4892,4318,52,195,2,4,392,13,25,46,0
36628,22,4892,4318,52,195,2,4,392,13,25,46,0
20,47417,665,164,52,103,5,9,16,1,1,7,0
55674,21,811,856,52,64,3,4,14,6,14,25,0
55674,21,811,856,52,64,3,4,14,6,14,25,0
46422,8180,763,9395,52,461,1,4,9,1,2,21,0
36514,80,446,1340,52,178,4,4,19,1,2,9,0
46426,8180,763,9395,52,461,1,5,9,1,2,21,0
41326,139,100,60,40,53,13,23,0,0,0,1,0
54726,445,216,164,52,54,6,7,17,0,0,6,0
41334,139,100,60,40,53,12,30,0,0,0,1,0
54734,445,216,164,52,54,8,8,19,0,0,6,0
41340,139,100,60,40,53,16,30,0,0,0,1,0
54740,445,216,164,52,54,7,7,21,0,0,6,0
41346,139,100,60,40,53,19,32,0,0,0,1,0
54746,445,216,164,52,54,6,8,17,0,0,6,0
53780,25,282,384,40,66,1,5,2505,1,3,8,0
53780,25,40,0,40,40,0,0,0,0,0,0,0
53792,25,282,384,40,66,1,7,2505,1,3,8,0
53792,25,282,384,40,66,1,7,2505,1,3,8,0
53792,25,40,0,40,40,0,0,0,0,0,0,0
36666,22,4908,5358,52,218,1,4,450,13,25,46,0
36666,22,4908,5358,52,218,1,4,450,13,25,46,0
36668,22,4892,4318,52,195,1,3,450,13,25,46,0
36668,22,4892,4318,52,195,1,3,450,13,25,46,0
36550,80,446,1340,52,178,5,5,18,1,2,9,0
36560,80,446,1340,52,178,5,5,17,1,2,9,0
20,57505,665,164,52,103,5,9,16,1,1,7,0
55728,21,812,856,52,64,1,4,14,6,14,25,0
55728,21,812,856,52,64,1,4,14,6,14,25,0
53808,25,282,384,40,66,1,4,2054,1,3,8,0
53808,25,282,384,40,66,1,4,2054,1,3,8,0
53808,25,40,0,40,40,0,0,0,0,0,0,0
53814,25,282,384,40,66,1,4,1950,1,3,8,0
53814,25,282,384,40,66,1,4,1950,1,3,8,0
53814,25,40,0,40,40,0,0,0,0,0,0,0
53806,25,282,384,40,66,1,5,2072,1,3,8,0
53806,25,282,384,40,66,1,5,2072,1,3,8,0
53806,25,40,0,40,40,0,0,0,0,0,0,0
36570,80,446,1340,52,178,4,4,18,1,2,9,0
36692,22,4892,4318,52,195,1,4,451,13,25,46,0
36692,22,4892,4318,52,195,1,4,451,13,25,46,0
53826,25,282,271,40,61,3,4,3335,1,2,7,0
25,53826,113,40,113,76,0,0,0,1,1,1,0
53830,25,282,384,40,66,0,4,2505,1,3,8,0
53830,25,282,384,40,66,0,4,2505,1,3,8,0
53830,25,40,0,40,40,0,0,0,0,0,0,0
36700,22,4908,5358,52,218,0,4,451,13,25,46,0
36700,22,4908,5358,52,218,0,4,451,13,25,46,0
41386,139,100,60,40,53,17,27,0,0,0,1,0
54786,445,216,164,52,54,6,6,14,0,0,6,0
36586,80,446,1340,52,178,4,4,20,1,2,9,0
46498,8180,763,9395,52,461,1,3,9,1,2,21,0
46500,8180,763,9395,52,461,1,3,9,1,2,21,0
46504,8180,763,9395,52,461,3,3,9,1,2,21,0
36596,80,446,1340,52,178,4,4,17,1,2,9,0
46508,8180,763,9395,52,461,4,4,9,1,2,21,0
53852,25,282,384,40,66,1,4,2192,1,3,8,0
53852,25,282,384,40,66,1,4,2192,1,3,8,0
53852,25,40,0,40,40,0,0,0,0,0,0,0
53844,25,282,384,40,66,0,4,2266,1,3,8,0
53844,25,282,384,40,66,0,4,2266,1,3,8,0
53844,25,40,0,40,40,0,0,0,0,0,0,0
36722,22,4908,5358,52,218,1,4,386,13,25,46,0
36722,22,4908,5358,52,218,1,4,386,13,25,46,0
41408,139,100,60,40,53,18,27,0,0,0,1,0
54808,445,216,164,52,54,6,6,21,0,0,6,0
20,57665,665,164,52,103,6,10,17,1,1,7,0
55772,21,811,856,52,64,1,4,17,6,14,25,0
55772,21,811,856,52,64,1,4,17,6,14,25,0
41414,139,100,60,40,53,31,37,0,0,0,1,0
54814,445,216,164,52,54,5,5,16,0,0,6,0
46524,8180,763,9395,52,461,3,4,11,1,2,21,0
41420,139,100,60,40,53,28,34,0,0,0,1,0
54820,445,216,164,52,54,5,5,22,0,0,6,0
36740,22,4908,5358,52,218,4,4,451,13,25,46,0
36740,22,4908,5358,52,218,4,4,451,13,25,46,0
36622,80,446,1340,52,178,5,5,17,1,2,9,0
53876,25,282,271,40,61,2,4,3336,1,2,7,0
25,53876,113,40,113,76,0,0,0,1,1,1,0
36746,22,4908,5358,52,218,1,4,450,13,25,46,0
36746,22,4908,5358,52,218,1,4,450,13,25,46,0
46538,8180,763,9395,52,461,1,4,10,1,2,21,0
20,44563,665,164,52,103,5,9,15,1,1,7,0
55796,21,811,856,52,64,1,4,14,6,14,25,0
55796,21,811,856,52,64,1,4,14,6,14,25,0
46544,8180,763,9395,52,461,2,4,9,1,2,21,0
46546,8180,763,9395,52,461,2,4,9,1,2,21,0
53882,25,282,384,40,66,2,4,2327,1,3,8,0
53882,25,282,384,40,66,2,4,2327,1,3,8,0
53882,25,40,0,40,40,0,0,0,0,0,0,0
36758,22,4892,4318,52,195,1,4,393,13,25,46,0
36640,80,446,1340,52,178,4,4,13,1,2,9,0
46556,8180,763,9395,52,461,5,4,9,1,2,21,0
46558,8180,763,9395,52,461,1,5,10,1,2,21,0
36770,22,4908,5358,52,218,1,5,450,13,25,46,0
36770,22,4908,5358,52,218,1,5,450,13,25,46,0
36652,80,446,1340,52,178,4,4,18,1,2,9,0
36654,80,446,1340,52,178,4,5,17,1,2,9,0
36776,22,4892,4318,52,195,2,4,449,13,25,46,0
36776,22,4892,4318,52,195,2,4,449,13,25,46,0
46568,8180,763,9395,52,461,1,4,9,1,2,21,0
41468,139,100,60,40,53,17,32,0,0,0,1,0
54868,445,216,164,52,54,5,5,13,0,0,6,0
36788,22,4856,5358,52,222,1,4,404,13,25,45,0
41480,139,100,60,40,53,35,42,0,0,0,1,0
54880,445,216,164,52,54,5,5,18,0,0,6,0
36684,80,446,1340,52,178,6,6,19,1,2,9,0
20,46137,665,164,52,103,5,10,17,1,1,7,0
55850,21,811,856,52,64,1,3,14,6,14,25,0
55850,21,811,856,52,64,1,3,14,6,14,25,0
41492,139,100,60,40,53,11,23,0,0,0,1,0
54892,445,216,164,52,54,6,6,16,0,0,6,0
20,52327,665,164,52,103,3,11,20,1,1,7,0
55858,21,812,856,52,64,0,5,17,6,14,25,0
55858,21,812,856,52,64,0,5,17,6,14,25,0
53924,25,282,271,40,61,5,7,3336,1,2,7,0
25,53924,113,40,113,76,0,0,0,1,1,1,0
36816,22,4908,5358,52,218,2,4,451,13,25,46,0
36818,22,4892,4318,52,195,1,4,450,13,25,46,0
36818,22,4892,4318,52,195,1,4,450,13,25,46,0
46610,8180,763,9395,52,461,1,4,9,1,2,21,0
20,48343,665,164,52,103,5,10,17,1,1,7,0
55866,21,760,856,52,64,1,4,16,6,14,24,0
41512,139,100,60,40,53,7,26,0,0,0,1,0
54912,445,216,164,52,54,4,8,20,0,0,6,0
41516,139,100,60,40,53,18,27,0,0,0,1,0
54916,445,216,164,52,54,6,7,20,0,0,6,0
20,54013,665,164,52,103,4,8,15,1,1,7,0
55880,21,760,856,52,64,3,5,15,6,14,24,0
36722,80,446,1340,52,178,5,6,19,1,2,9,0
36726,80,446,1340,52,178,5,5,19,1,2,9,0
41534,139,100,60,40,53,30,35,0,0,0,1,0
54934,445,216,164,52,54,5,5,15,0,0,6,0
46644,8180,763,9395,52,461,1,4,10,1,2,21,0
53970,25,282,271,40,61,13,5,2526,1,2,7,0
53972,25,282,271,40,61,1,4,2520,1,2,7,0
53958,25,282,271,40,61,1,4,2638,1,2,7,0
25,53970,113,40,113,76,0,0,0,1,1,1,0
25,53972,113,40,113,76,0,0,0,1,1,1,0
25,53958,113,40,113,76,0,0,0,1,1,1,0
41542,139,100,60,40,53,11,23,0,0,0,1,0
54942,445,216,164,52,54,6,6,16,0,0,6,0
36864,22,4892,4318,52,195,1,4,450,13,25,46,0
36864,22,4892,4318,52,195,1,4,450,13,25,46,0
20,51789,665,164,52,103,4,8,15,1,1,7,0
55914,21,811,856,52,64,2,4,13,6,14,25,0
55914,21,811,856,52,64,2,4,13,6,14,25,0
36874,22,4908,5358,52,218,2,4,450,13,25,46,0
36874,22,4908,5358,52,218,2,4,450,13,25,46,0
46666,8180,763,9395,52,461,4,4,9,1,2,21,0
36760,80,446,1340,52,178,4,4,17,1,2,9,0
41566,139,100,60,40,53,11,23,0,0,0,1,0
54966,445,216,164,52,54,6,6,18,0,0,6,0
41570,139,100,60,40,53,16,25,0,0,0,1,0
54970,445,216,164,52,54,6,6,19,0,0,6,0
46680,8180,763,9395,52,461,2,4,9,1,2,21,0
54010,25,282,271,40,61,2,4,2847,1,2,7,0
25,54010,113,40,113,76,0,0,0,1,1,1,0
54026,25,282,271,40,61,3,4,3336,1,2,7,0
25,54026,113,40,113,76,0,0,0,1,1,1,0
36896,22,4908,5358,52,218,1,4,450,13,25,46,0
36896,22,4908,5358,52,218,1,4,450,13,25,46,0
41582,139,100,60,40,53,18,25,0,0,0,1,0
54982,445,216,164,52,54,6,6,14,0,0,6,0
36782,80,446,1340,52,178,4,4,18,1,2,9,0
46694,8180,763,9395,52,461,1,4,8,1,2,21,0
36906,22,4908,5358,52,218,1,4,450,13,25,46,0
36906,22,4908,5358,52,218,1,4,450,13,25,46,0
54040,25,282,271,40,61,3,4,3015,1,2,7,0
25,54040,113,40,113,76,0,0,0,1,1,1,0
36910,22,4908,5358,52,218,2,4,397,13,25,46,0
36910,22,4908,5358,52,218,2,4,397,13,25,46,0
20,60511,665,164,52,103,6,9,17,1,1,7,0
55960,21,811,856,52,64,0,4,14,6,14,25,0
55960,21,811,856,52,64,0,4,14,6,14,25,0
36918,22,4892,4318,52,195,2,4,452,13,25,46,0
36918,22,4892,4318,52,195,2,4,452,13,25,46,0
36920,22,4908,5358,52,218,1,4,450,13,25,46,0
36920,22,4908,5358,52,218,1,4,450,13,25,46,0
36922,22,4908,5358,52,218,3,5,416,13,25,46,0
36922,22,4908,5358,52,218,3,5,416,13,25,46,0
46714,8180,763,9395,52,461,2,5,9,1,2,21,0
36926,22,4892,4318,52,195,1,4,450,13,25,46,0
36930,22,4908,5358,52,218,1,4,450,13,25,46,0
36930,22,4908,5358,52,218,1,4,450,13,25,46,0
36932,22,4908,5358,52,218,1,4,416,13,25,46,0
36932,22,4908,5358,52,218,1,4,416,13,25,46,0
41618,139,100,60,40,53,12,21,0,0,0,1,0
55018,445,216,164,52,54,6,8,15,0,0,6,0
36938,22,4892,4318,52,195,1,4,450,13,25,46,0
20,42223,665,164,52,103,5,9,17,1,1,7,0
55992,21,812,856,52,64,1,7,16,6,14,25,0
55992,21,812,856,52,64,1,7,16,6,14,25,0
36830,80,446,1340,52,178,4,4,20,1,2,9,0
20,51783,665,164,52,103,4,8,14,1,1,7,0
55996,21,811,856,52,64,0,3,13,6,14,25,0
55996,21,811,856,52,64,0,3,13,6,14,25,0
54074,25,282,271,40,61,2,4,3337,1,2,7,0
25,54074,113,40,113,76,0,0,0,1,1,1,0
54076,25,282,384,40,66,1,5,2503,1,3,8,0
54076,25,282,384,40,66,1,5,2503,1,3,8,0
54076,25,40,0,40,40,0,0,0,0,0,0,0
36954,22,4892,4318,52,195,1,4,450,13,25,46,0
36954,22,4892,4318,52,195,1,4,450,13,25,46,0
36836,80,446,1340,52,178,4,4,17,1,2,9,0
36958,22,4908,5358,52,218,1,3,377,13,25,46,0
36958,22,4908,5358,52,218,1,3,377,13,25,46,0
41644,139,100,60,40,53,13,22,0,0,0,1,0
55044,445,216,164,52,54,7,7,26,0,0,6,0
36964,22,4892,4318,52,195,3,4,450,13,25,46,0
36964,22,4892,4318,52,195,3,4,450,13,25,46,0
36846,80,446,1340,52,178,4,4,16,1,2,9,0
36968,22,4908,5358,52,218,1,4,451,13,25,46,0
36968,22,4908,5358,52,218,1,4,451,13,25,46,0
41658,139,100,60,40,53,7,28,0,0,0,1,0
55058,445,216,164,52,54,6,8,19,0,0,6,0
41662,139,100,60,40,53,14,21,0,0,0,1,0
55062,445,216,164,52,54,8,9,23,0,0,6,0
36862,80,446,1340,52,178,5,5,19,1,2,9,0
41668,139,100,60,40,53,12,24,0,0,0,1,0
55068,445,216,164,52,54,5,7,14,0,0,6,0
41672,139,100,60,40,53,16,26,0,0,0,1,0
55072,445,216,164,52,54,6,6,17,0,0,6,0
20,60053,665,164,52,103,4,8,16,1,1,7,0
56046,21,812,856,52,64,1,3,13,6,14,25,0
56046,21,812,856,52,64,1,3,13,6,14,25,0
54124,25,282,271,40,61,2,4,2925,1,2,7,0
54136,25,282,271,40,61,1,4,2808,1,2,7,0
54104,25,282,271,40,61,3,4,3035,1,2,7,0
25,54124,113,40,113,76,0,0,0,1,1,1,0
25,54136,113,40,113,76,0,0,0,1,1,1,0
25,54104,113,40,113,76,0,0,0,1,1,1,0
37006,22,4908,5358,52,218,1,4,372,13,25,46,0
37006,22,4908,5358,52,218,1,4,372,13,25,46,0
36888,80,446,1340,52,178,5,5,20,1,2,9,0
36890,80,446,1340,52,178,4,4,18,1,2,9,0
37012,22,4892,4318,52,195,1,4,451,13,25,46,0
36894,80,446,1340,52,178,4,4,17,1,2,9,0
20,37385,665,164,52,103,5,8,15,1,1,7,0
56060,21,810,856,52,64,1,4,14,6,14,25,0
56060,21,810,856,52,64,1,4,14,6,14,25,0
20,40031,665,164,52,103,5,8,15,1,1,7,0
56068,21,811,856,52,64,1,4,14,6,14,25,0
56068,21,811,856,52,64,1,4,14,6,14,25,0
36910,80,446,1340,52,178,5,5,18,1,2,9,0
46822,8180,763,9395,52,461,4,4,8,1,2,21,0
37034,22,4908,5358,52,218,1,4,451,13,25,46,0
37034,22,4908,5358,52,218,1,4,451,13,25,46,0
37036,22,4892,4318,52,195,3,4,383,13,25,46,0
37036,22,4892,4318,52,195,3,4,383,13,25,46,0
54170,25,282,384,40,66,3,4,2505,1,3,8,0
54170,25,40,0,40,40,0,0,0,0,0,0,0
37040,22,4908,5358,52,218,3,4,449,13,25,46,0
37040,22,4908,5358,52,218,3,4,449,13,25,46,0
54174,25,282,384,40,66,3,4,2505,1,3,8,0
54174,25,40,0,40,40,0,0,0,0,0,0,0
37044,22,4908,5358,52,218,2,4,449,13,25,46,0
41734,139,100,60,40,53,30,36,0,0,0,1,0
55134,445,216,164,52,54,6,6,18,0,0,6,0
54180,25,282,271,40,61,3,5,3070,1,2,7,0
25,54180,113,40,113,76,0,0,0,1,1,1,0
37054,22,4892,4318,52,195,1,4,402,13,25,46,0
37058,22,4908,5358,52,218,2,4,450,13,25,46,0
37058,22,4908,5358,52,218,2,4,450,13,25,46,0
37060,22,4892,4318,52,195,2,5,449,13,25,46,0
37062,22,4908,5358,52,218,1,4,418,13,25,46,0
46856,8180,763,9395,52,461,1,4,9,1,2,21,0
20,41319,665,164,52,103,3,8,17,1,1,7,0
56112,21,812,856,52,64,1,4,14,6,14,25,0
56112,21,812,856,52,64,1,4,14,6,14,25,0
36950,80,446,1340,52,178,4,4,17,1,2,9,0
36952,80,446,1340,52,178,4,4,16,1,2,9,0
37076,22,4908,5358,52,218,7,4,450,13,25,46,0
20,40817,665,164,52,103,4,8,15,1,1,7,0
56124,21,760,856,52,64,36,4,16,6,14,24,0
20,34699,665,164,52,103,5,8,15,1,1,7,0
56126,21,812,804,52,64,3,4,15,6,14,24,0
41770,139,100,60,40,53,12,18,0,0,0,1,0
55170,445,216,164,52,54,5,5,15,0,0,6,0
41774,139,100,60,40,53,25,31,0,0,0,1,0
55174,445,216,164,52,54,4,4,20,0,0,6,0
20,34087,665,164,52,103,5,9,18,1,1,7,0
56138,21,811,856,52,64,1,4,17,6,14,25,0
56138,21,811,856,52,64,1,4,17,6,14,25,0
54232,25,282,384,40,66,8,5,2506,1,3,8,0
54232,25,40,0,40,40,0,0,0,0,0,0,0
37102,22,4892,4318,52,195,1,4,451,13,25,46,0
37102,22,4892,4318,52,195,1,4,451,13,25,46,0
46894,8180,763,9395,52,461,4,4,10,1,2,21,0
20,38675,665,164,52,103,5,9,16,1,1,7,0
56150,21,759,856,52,64,3,4,15,6,14,24,0
54240,25,282,384,40,66,1,4,1941,1,3,8,0
54240,25,40,0,40,40,0,0,0,0,0,0,0
37112,22,4892,4318,52,195,1,4,450,13,25,46,0
20,34035,665,164,52,103,5,9,15,1,1,7,0
56158,21,812,804,52,64,3,4,14,6,14,24,0
20,47073,665,164,52,103,5,10,20,1,1,7,0
56164,21,760,856,52,64,2,4,16,6,14,24,0
20,40265,665,164,52,103,6,11,28,1,1,7,0
56168,21,811,856,52,64,0,4,17,6,14,25,0
56168,21,811,856,52,64,0,4,17,6,14,25,0
41810,139,100,60,40,53,10,23,0,0,0,1,0
55210,445,216,164,52,54,7,7,18,0,0,6,0
54254,25,282,271,40,61,2,4,3334,1,2,7,0
25,54254,113,40,113,76,0,0,0,1,1,1,0
37130,22,4908,5358,52,218,3,4,450,13,25,46,0
37130,22,4908,5358,52,218,3,4,450,13,25,46,0
46922,8180,763,9395,52,461,1,4,10,1,2,21,0
41826,139,100,60,40,53,28,34,0,0,0,1,0
55226,445,216,164,52,54,5,5,22,0,0,6,0
54270,25,282,384,40,66,4,5,2070,1,3,8,0
54270,25,282,384,40,66,4,5,2070,1,3,8,0
54270,25,40,0,40,40,0,0,0,0,0,0,0
5353,5353,73,0,73,73,0,0,0,0,0,0,0
5353,5353,73,0,73,73,0,0,0,0,0,0,0
5353,5353,73,0,73,73,0,0,0,0,0,0,0
37148,22,4892,4318,52,195,1,5,448,13,25,46,0
37148,22,4892,4318,52,195,1,5,448,13,25,46,0
41834,139,100,60,40,53,26,32,0,0,0,1,0
55234,445,216,164,52,54,6,6,15,0,0,6,0
20,58401,665,164,52,103,5,9,16,1,1,7,0
56198,21,811,856,52,64,2,4,14,6,14,25,0
56198,21,811,856,52,64,2,4,14,6,14,25,0
37156,22,4892,4318,52,195,2,4,450,13,25,46,0
37160,22,4908,5358,52,218,1,4,407,13,25,46,0
37160,22,4908,5358,52,218,1,4,407,13,25,46,0
37042,80,446,1340,52,178,4,4,19,1,2,9,0
20,55505,665,164,52,103,5,8,15,1,1,7,0
56208,21,760,856,52,64,2,4,16,6,14,24,0
37048,80,446,1340,52,178,4,4,17,1,2,9,0
46960,8180,763,9395,52,461,2,4,9,1,2,21,0
41860,139,100,60,40,53,13,22,0,0,0,1,0
55260,445,216,164,52,54,5,7,16,0,0,6,0
41864,139,100,60,40,53,12,20,0,0,0,1,0
55264,445,216,164,52,54,4,7,15,0,0,6,0
41868,139,100,60,40,53,18,27,0,0,0,1,0
55268,445,216,164,52,54,6,6,21,0,0,6,0
37068,80,446,1340,52,178,7,7,21,1,2,9,0
54304,25,282,271,40,61,3,4,3336,1,2,7,0
25,54304,113,40,113,76,0,0,0,1,1,1,0
54326,25,282,384,40,66,1,4,2503,1,3,8,0
54326,25,282,384,40,66,1,4,2503,1,3,8,0
54326,25,40,0,40,40,0,0,0,0,0,0,0
37198,22,4908,5358,52,218,0,5,450,13,25,46,0
37198,22,4908,5358,52,218,0,5,450,13,25,46,0
37080,80,446,1340,52,178,5,5,16,1,2,9,0
37202,22,4908,5358,52,218,1,4,450,13,25,46,0
37202,22,4908,5358,52,218,1,4,450,13,25,46,0
37204,22,4908,5358,52,218,0,4,360,13,25,46,0
37204,22,4908,5358,52,218,0,4,360,13,25,46,0
37206,22,4892,4318,52,195,3,3,449,13,25,46,0
37206,22,4892,4318,52,195,3,3,449,13,25,46,0
41892,139,100,60,40,53,12,17,0,0,0,1,0
55292,445,216,164,52,54,4,4,17,0,0,6,0
37094,80,446,1340,52,178,4,4,18,1,2,9,0
37096,80,446,1340,52,178,5,6,19,1,2,9,0
37218,22,4892,4318,52,195,0,4,450,13,25,46,0
37218,22,4892,4318,52,195,0,4,450,13,25,46,0
20,60055,665,164,52,103,5,9,16,1,1,7,0
56264,21,760,856,52,64,8,4,13,6,14,24,0
47014,8180,763,9395,52,461,4,4,9,1,2,21,0
54354,25,282,384,40,66,1,4,2204,1,3,8,0
54354,25,282,384,40,66,1,4,2204,1,3,8,0
54354,25,40,0,40,40,0,0,0,0,0,0,0
20,48137,665,164,52,103,5,8,16,1,1,7,0
56276,21,758,856,52,64,2,4,15,6,14,24,0
20,48701,665,164,52,103,5,10,16,1,1,7,0
56278,21,811,856,52,64,2,4,14,6,14,25,0
56278,21,811,856,52,64,2,4,14,6,14,25,0
47026,8180,763,9395,52,461,4,4,8,1,2,21,0
47028,8180,763,9395,52,461,1,4,8,1,2,21,0
41924,139,100,60,40,53,11,24,0,0,0,1,0
55324,445,216,164,52,54,6,6,16,0,0,6,0
37124,80,446,1340,52,178,4,4,18,1,2,9,0
37246,22,4908,5358,52,218,2,4,449,13,25,46,0
37246,22,4908,5358,52,218,2,4,449,13,25,46,0
37130,80,446,1340,52,178,4,4,15,1,2,9,0
37132,80,446,1340,52,178,4,4,23,1,2,9,0
37134,80,446,1340,52,178,5,5,17,1,2,9,0
37256,22,4840,4318,52,199,3,4,449,13,25,45,0
37138,80,446,1340,52,178,4,4,19,1,2,9,0
47050,8180,763,9395,52,461,1,4,9,1,2,21,0
47052,8180,763,9395,52,461,1,4,9,1,2,21,0
20,55617,665,164,52,103,5,10,17,1,1,7,0
56310,21,811,856,52,64,2,3,15,6,14,25,0
56310,21,811,856,52,64,2,3,15,6,14,25,0
47062,8180,763,9395,52,461,4,4,9,1,2,21,0
41958,139,100,60,40,53,17,30,0,0,0,1,0
55358,445,216,164,52,54,7,10,21,0,0,6,0
54402,25,282,384,40,66,4,4,2129,1,3,8,0
54402,25,40,0,40,40,0,0,0,0,0,0,0
54396,25,282,384,40,66,4,4,2192,1,3,8,0
54396,25,40,0,40,40,0,0,0,0,0,0,0
37278,22,4908,5358,52,218,2,4,369,13,25,46,0
37162,80,446,1340,52,178,4,4,17,1,2,9,0
41968,139,100,60,40,53,26,40,0,0,0,1,0
55368,445,216,164,52,54,7,12,20,0,0,6,0
20,35133,665,164,52,103,5,9,16,1,1,7,0
