@RELATION "dataset ONOS"

@ATTRIBUTE Src-Port NUMERIC
@ATTRIBUTE Dst-Port NUMERIC
@ATTRIBUTE Total-Len-Fwd-Pkts NUMERIC
@ATTRIBUTE Total-Len-Bwd-Pkts NUMERIC
@ATTRIBUTE Fwd-Pkt-Len-Min NUMERIC
@ATTRIBUTE Pkt-Len-Mean NUMERIC
@ATTRIBUTE Flow-IAT-Min NUMERIC
@ATTRIBUTE Fwd-IAT-Min NUMERIC
@ATTRIBUTE Bwd-IAT-Mean NUMERIC
@ATTRIBUTE Fwd-PSH-Flags NUMERIC
@ATTRIBUTE PSH-Flag-Cnt NUMERIC
@ATTRIBUTE ACK-Flag-Cnt NUMERIC
@ATTRIBUTE Label {0, 1}

@DATA
50550,12000,60,40,60,50,0,0,0,0,0,1,1
53732,3986,60,40,60,50,0,0,0,0,0,1,1
34736,1085,60,40,60,50,0,0,0,0,0,1,1
57106,5850,60,40,60,50,0,0,0,0,0,1,1
46842,58080,60,40,60,50,0,0,0,0,0,1,1
49280,9944,60,40,60,50,0,0,0,0,0,1,1
44614,888,60,40,60,50,0,0,0,0,0,1,1
34618,3077,60,40,60,50,0,0,0,0,0,1,1
36966,1149,60,40,60,50,0,0,0,0,0,1,1
55264,1086,60,40,60,50,0,0,0,0,0,1,1
34858,2710,60,40,60,50,0,0,0,0,0,1,1
60568,125,60,40,60,50,0,0,0,0,0,1,1
35306,1067,60,40,60,50,0,0,0,0,0,1,1
37670,2191,60,40,60,50,0,0,0,0,0,1,1
57496,2394,60,40,60,50,0,0,0,0,0,1,1
43796,3000,60,40,60,50,0,0,0,0,0,1,1
52932,4662,60,40,60,50,0,0,0,0,0,1,1
53458,1213,60,40,60,50,0,0,0,0,0,1,1
35024,49163,60,40,60,50,0,0,0,0,0,1,1
56028,3003,60,40,60,50,0,0,0,0,0,1,1
34134,9090,60,40,60,50,0,0,0,0,0,1,1
42088,9071,60,40,60,50,0,0,0,0,0,1,1
45412,3659,60,40,60,50,0,0,0,0,0,1,1
34426,5631,60,40,60,50,0,0,0,0,0,1,1
57086,32772,60,40,60,50,0,0,0,0,0,1,1
53812,1056,60,40,60,50,0,0,0,0,0,1,1
56708,50003,60,40,60,50,0,0,0,0,0,1,1
60492,32780,60,40,60,50,0,0,0,0,0,1,1
45942,5666,60,40,60,50,0,0,0,0,0,1,1
36298,7496,60,40,60,50,0,0,0,0,0,1,1
45478,2492,60,40,60,50,0,0,0,0,0,1,1
40656,2200,60,40,60,50,0,0,0,0,0,1,1
44122,8100,60,40,60,50,0,0,0,0,0,1,1
43444,1094,60,40,60,50,0,0,0,0,0,1,1
48104,2119,60,40,60,50,0,0,0,0,0,1,1
55758,8651,60,40,60,50,0,0,0,0,0,1,1
38874,8291,60,40,60,50,0,0,0,0,0,1,1
51714,6346,60,40,60,50,0,0,0,0,0,1,1
48470,617,60,40,60,50,0,0,0,0,0,1,1
53650,1687,60,40,60,50,0,0,0,0,0,1,1
39466,3031,60,40,60,50,0,0,0,0,0,1,1
37654,7106,60,40,60,50,0,0,0,0,0,1,1
37672,1126,60,40,60,50,0,0,0,0,0,1,1
58982,987,60,40,60,50,0,0,0,0,0,1,1
44460,1947,60,40,60,50,0,0,0,0,0,1,1
41022,16080,60,40,60,50,0,0,0,0,0,1,1
46566,5225,60,40,60,50,0,0,0,0,0,1,1
41470,2381,60,40,60,50,0,0,0,0,0,1,1
50150,3827,60,40,60,50,0,0,0,0,0,1,1
53490,2170,60,40,60,50,0,0,0,0,0,1,1
57740,5080,60,40,60,50,0,0,0,0,0,1,1
46430,911,60,40,60,50,0,0,0,0,0,1,1
33786,13456,60,40,60,50,0,0,0,0,0,1,1
54886,1185,60,40,60,50,0,0,0,0,0,1,1
37592,5432,164,60,52,56,6,6,0,0,0,3,1
46290,8042,60,40,60,50,0,0,0,0,0,1,1
35282,51493,60,40,60,50,0,0,0,0,0,1,1
43558,9100,60,40,60,50,0,0,0,0,0,1,1
36992,7777,60,40,60,50,0,0,0,0,0,1,1
52440,7070,60,40,60,50,0,0,0,0,0,1,1
44874,1311,60,40,60,50,0,0,0,0,0,1,1
44652,3814,60,40,60,50,0,0,0,0,0,1,1
39772,144,60,40,60,50,0,0,0,0,0,1,1
50700,1999,60,40,60,50,0,0,0,0,0,1,1
54912,1096,60,40,60,50,0,0,0,0,0,1,1
58596,1035,60,40,60,50,0,0,0,0,0,1,1
48758,1875,60,40,60,50,0,0,0,0,0,1,1
51120,31337,60,40,60,50,0,0,0,0,0,1,1
47994,2160,60,40,60,50,0,0,0,0,0,1,1
32852,5003,60,40,60,50,0,0,0,0,0,1,1
55834,2718,60,40,60,50,0,0,0,0,0,1,1
45384,49165,60,40,60,50,0,0,0,0,0,1,1
43928,15660,60,40,60,50,0,0,0,0,0,1,1
42490,5998,60,40,60,50,0,0,0,0,0,1,1
57180,515,60,40,60,50,0,0,0,0,0,1,1
38646,16012,60,40,60,50,0,0,0,0,0,1,1
57986,683,60,40,60,50,0,0,0,0,0,1,1
60732,3889,60,40,60,50,0,0,0,0,0,1,1
53236,8082,60,40,60,50,0,0,0,0,0,1,1
47748,1010,60,40,60,50,0,0,0,0,0,1,1
40256,4002,60,40,60,50,0,0,0,0,0,1,1
41538,44176,60,40,60,50,0,0,0,0,0,1,1
56956,711,60,40,60,50,0,0,0,0,0,1,1
39018,1081,60,40,60,50,0,0,0,0,0,1,1
39354,1309,60,40,60,50,0,0,0,0,0,1,1
34242,3737,60,40,60,50,0,0,0,0,0,1,1
35708,1247,60,40,60,50,0,0,0,0,0,1,1
51854,3323,60,40,60,50,0,0,0,0,0,1,1
55038,1057,60,40,60,50,0,0,0,0,0,1,1
52848,497,60,40,60,50,0,0,0,0,0,1,1
59688,4321,60,40,60,50,0,0,0,0,0,1,1
44278,8002,60,40,60,50,0,0,0,0,0,1,1
39086,4224,60,40,60,50,0,0,0,0,0,1,1
45612,44501,60,40,60,50,0,0,0,0,0,1,1
60014,8192,60,40,60,50,0,0,0,0,0,1,1
35176,6566,60,40,60,50,0,0,0,0,0,1,1
50096,32776,60,40,60,50,0,0,0,0,0,1,1
33204,8011,60,40,60,50,0,0,0,0,0,1,1
52452,6510,60,40,60,50,0,0,0,0,0,1,1
53482,8443,60,40,60,50,0,0,0,0,0,1,1
45100,8600,60,40,60,50,0,0,0,0,0,1,1
54630,5560,60,40,60,50,0,0,0,0,0,1,1
35858,10621,60,40,60,50,0,0,0,0,0,1,1
52884,1079,60,40,60,50,0,0,0,0,0,1,1
50778,1864,60,40,60,50,0,0,0,0,0,1,1
58910,85,60,40,60,50,0,0,0,0,0,1,1
35358,18101,60,40,60,50,0,0,0,0,0,1,1
50182,49155,60,40,60,50,0,0,0,0,0,1,1
60762,666,60,40,60,50,0,0,0,0,0,1,1
37500,1124,60,40,60,50,0,0,0,0,0,1,1
40006,19315,60,40,60,50,0,0,0,0,0,1,1
58350,1048,60,40,60,50,0,0,0,0,0,1,1
35498,9535,60,40,60,50,0,0,0,0,0,1,1
45194,25734,60,40,60,50,0,0,0,0,0,1,1
56406,1130,60,40,60,50,0,0,0,0,0,1,1
53972,2920,60,40,60,50,0,0,0,0,0,1,1
45216,19801,60,40,60,50,0,0,0,0,0,1,1
43656,912,60,40,60,50,0,0,0,0,0,1,1
52994,1259,60,40,60,50,0,0,0,0,0,1,1
54610,6007,60,40,60,50,0,0,0,0,0,1,1
40736,2717,60,40,60,50,0,0,0,0,0,1,1
38780,6668,60,40,60,50,0,0,0,0,0,1,1
58874,9050,60,40,60,50,0,0,0,0,0,1,1
35762,3476,60,40,60,50,0,0,0,0,0,1,1
60720,62078,60,40,60,50,0,0,0,0,0,1,1
50134,49161,60,40,60,50,0,0,0,0,0,1,1
50864,6543,60,40,60,50,0,0,0,0,0,1,1
49528,7004,60,40,60,50,0,0,0,0,0,1,1
33900,3324,60,40,60,50,0,0,0,0,0,1,1
46546,8652,60,40,60,50,0,0,0,0,0,1,1
55960,1107,60,40,60,50,0,0,0,0,0,1,1
49758,1234,60,40,60,50,0,0,0,0,0,1,1
57038,625,60,40,60,50,0,0,0,0,0,1,1
50266,34571,60,40,60,50,0,0,0,0,0,1,1
49208,3301,60,40,60,50,0,0,0,0,0,1,1
59148,9110,60,40,60,50,0,0,0,0,0,1,1
34014,2288,60,40,60,50,0,0,0,0,0,1,1
36044,32769,60,40,60,50,0,0,0,0,0,1,1
41572,6001,60,40,60,50,0,0,0,0,0,1,1
57278,9001,60,40,60,50,0,0,0,0,0,1,1
34050,16000,60,40,60,50,0,0,0,0,0,1,1
56852,10001,60,40,60,50,0,0,0,0,0,1,1
60952,38292,60,40,60,50,0,0,0,0,0,1,1
52402,541,60,40,60,50,0,0,0,0,0,1,1
37372,616,60,40,60,50,0,0,0,0,0,1,1
49890,1148,60,40,60,50,0,0,0,0,0,1,1
56216,722,60,40,60,50,0,0,0,0,0,1,1
54086,646,60,40,60,50,0,0,0,0,0,1,1
37890,1043,60,40,60,50,0,0,0,0,0,1,1
34022,10566,60,40,60,50,0,0,0,0,0,1,1
37626,9594,60,40,60,50,0,0,0,0,0,1,1
45022,800,60,40,60,50,0,0,0,0,0,1,1
43912,161,60,40,60,50,0,0,0,0,0,1,1
44202,311,60,40,60,50,0,0,0,0,0,1,1
33490,5989,60,40,60,50,0,0,0,0,0,1,1
45558,3517,60,40,60,50,0,0,0,0,0,1,1
53606,8099,60,40,60,50,0,0,0,0,0,1,1
34720,8292,60,40,60,50,0,0,0,0,0,1,1
50792,7938,60,40,60,50,0,0,0,0,0,1,1
40398,1062,60,40,60,50,0,0,0,0,0,1,1
58104,6567,60,40,60,50,0,0,0,0,0,1,1
32968,5987,60,40,60,50,0,0,0,0,0,1,1
55228,10082,60,40,60,50,0,0,0,0,0,1,1
53512,5906,60,40,60,50,0,0,0,0,0,1,1
33696,2022,60,40,60,50,0,0,0,0,0,1,1
39604,2020,60,40,60,50,0,0,0,0,0,1,1
35680,7625,60,40,60,50,0,0,0,0,0,1,1
45810,27352,60,40,60,50,0,0,0,0,0,1,1
51662,50006,60,40,60,50,0,0,0,0,0,1,1
54842,2126,60,40,60,50,0,0,0,0,0,1,1
46098,8383,60,40,60,50,0,0,0,0,0,1,1
60722,5120,60,40,60,50,0,0,0,0,0,1,1
49868,9091,60,40,60,50,0,0,0,0,0,1,1
41810,2638,60,40,60,50,0,0,0,0,0,1,1
39070,1044,60,40,60,50,0,0,0,0,0,1,1
34512,5414,60,40,60,50,0,0,0,0,0,1,1
52374,1500,60,40,60,50,0,0,0,0,0,1,1
42234,1839,60,40,60,50,0,0,0,0,0,1,1
41222,5822,60,40,60,50,0,0,0,0,0,1,1
47670,3851,60,40,60,50,0,0,0,0,0,1,1
49574,6005,60,40,60,50,0,0,0,0,0,1,1
35468,8400,60,40,60,50,0,0,0,0,0,1,1
49644,1106,60,40,60,50,0,0,0,0,0,1,1
42380,1461,60,40,60,50,0,0,0,0,0,1,1
46322,2875,60,40,60,50,0,0,0,0,0,1,1
60474,8093,60,40,60,50,0,0,0,0,0,1,1
34340,10243,60,40,60,50,0,0,0,0,0,1,1
41530,10009,60,40,60,50,0,0,0,0,0,1,1
46640,24,60,40,60,50,0,0,0,0,0,1,1
37940,19283,60,40,60,50,0,0,0,0,0,1,1
51768,1187,60,40,60,50,0,0,0,0,0,1,1
42890,4125,60,40,60,50,0,0,0,0,0,1,1
35150,783,60,40,60,50,0,0,0,0,0,1,1
59772,2047,60,40,60,50,0,0,0,0,0,1,1
51504,49167,60,40,60,50,0,0,0,0,0,1,1
46342,513,164,60,52,56,7,7,0,0,0,3,1
43302,1040,60,40,60,50,0,0,0,0,0,1,1
53552,54045,60,40,60,50,0,0,0,0,0,1,1
48640,57294,60,40,60,50,0,0,0,0,0,1,1
46264,56737,60,40,60,50,0,0,0,0,0,1,1
53694,10025,60,40,60,50,0,0,0,0,0,1,1
38302,5802,60,40,60,50,0,0,0,0,0,1,1
41934,2608,60,40,60,50,0,0,0,0,0,1,1
43312,4129,60,40,60,50,0,0,0,0,0,1,1
52764,6123,60,40,60,50,0,0,0,0,0,1,1
43696,2604,60,40,60,50,0,0,0,0,0,1,1
48446,4446,60,40,60,50,0,0,0,0,0,1,1
38044,1301,60,40,60,50,0,0,0,0,0,1,1
42650,5801,60,40,60,50,0,0,0,0,0,1,1
40596,10003,60,40,60,50,0,0,0,0,0,1,1
47022,9900,60,40,60,50,0,0,0,0,0,1,1
35666,1233,60,40,60,50,0,0,0,0,0,1,1
58862,1088,60,40,60,50,0,0,0,0,0,1,1
56672,1002,60,40,60,50,0,0,0,0,0,1,1
54572,30000,60,40,60,50,0,0,0,0,0,1,1
59812,3011,60,40,60,50,0,0,0,0,0,1,1
60430,27355,60,40,60,50,0,0,0,0,0,1,1
56650,8084,60,40,60,50,0,0,0,0,0,1,1
44230,2030,60,40,60,50,0,0,0,0,0,1,1
34426,801,60,40,60,50,0,0,0,0,0,1,1
49628,6692,60,40,60,50,0,0,0,0,0,1,1
58800,1580,60,40,60,50,0,0,0,0,0,1,1
56796,32778,60,40,60,50,0,0,0,0,0,1,1
46892,5963,60,40,60,50,0,0,0,0,0,1,1
58794,6059,60,40,60,50,0,0,0,0,0,1,1
50068,3880,60,40,60,50,0,0,0,0,0,1,1
51932,3905,60,40,60,50,0,0,0,0,0,1,1
34280,990,60,40,60,50,0,0,0,0,0,1,1
42420,24444,60,40,60,50,0,0,0,0,0,1,1
46566,6,60,40,60,50,0,0,0,0,0,1,1
35442,9878,60,40,60,50,0,0,0,0,0,1,1
47588,3052,60,40,60,50,0,0,0,0,0,1,1
48320,8180,164,60,52,56,7,7,0,0,0,3,1
42462,3013,60,40,60,50,0,0,0,0,0,1,1
55164,2002,60,40,60,50,0,0,0,0,0,1,1
55572,10012,60,40,60,50,0,0,0,0,0,1,1
41150,6004,60,40,60,50,0,0,0,0,0,1,1
44036,2065,60,40,60,50,0,0,0,0,0,1,1
36680,2910,60,40,60,50,0,0,0,0,0,1,1
36492,10215,60,40,60,50,0,0,0,0,0,1,1
58040,366,60,40,60,50,0,0,0,0,0,1,1
45866,765,60,40,60,50,0,0,0,0,0,1,1
53920,8500,60,40,60,50,0,0,0,0,0,1,1
39132,10002,60,40,60,50,0,0,0,0,0,1,1
48072,19,60,40,60,50,0,0,0,0,0,1,1
60134,2035,60,40,60,50,0,0,0,0,0,1,1
59372,48080,60,40,60,50,0,0,0,0,0,1,1
49274,636,60,40,60,50,0,0,0,0,0,1,1
35274,9485,60,40,60,50,0,0,0,0,0,1,1
50278,1045,60,40,60,50,0,0,0,0,0,1,1
36446,4998,60,40,60,50,0,0,0,0,0,1,1
41658,2602,60,40,60,50,0,0,0,0,0,1,1
54804,6112,60,40,60,50,0,0,0,0,0,1,1
53744,9999,60,40,60,50,0,0,0,0,0,1,1
50488,5033,60,40,60,50,0,0,0,0,0,1,1
34406,1974,60,40,60,50,0,0,0,0,0,1,1
42938,2041,60,40,60,50,0,0,0,0,0,1,1
36864,63331,60,40,60,50,0,0,0,0,0,1,1
57524,1524,164,60,52,56,8,8,0,0,0,3,1
59642,9415,60,40,60,50,0,0,0,0,0,1,1
33732,1023,60,40,60,50,0,0,0,0,0,1,1
59256,2034,60,40,60,50,0,0,0,0,0,1,1
41502,2106,60,40,60,50,0,0,0,0,0,1,1
35972,18988,60,40,60,50,0,0,0,0,0,1,1
36058,27000,60,40,60,50,0,0,0,0,0,1,1
36292,3404,60,40,60,50,0,0,0,0,0,1,1
40306,7100,60,40,60,50,0,0,0,0,0,1,1
58484,146,60,40,60,50,0,0,0,0,0,1,1
53686,11110,60,40,60,50,0,0,0,0,0,1,1
60170,1152,60,40,60,50,0,0,0,0,0,1,1
35904,6000,164,60,52,56,9,9,0,0,0,3,1
58518,50300,60,40,60,50,0,0,0,0,0,1,1
39658,7200,60,40,60,50,0,0,0,0,0,1,1
38008,22939,60,40,60,50,0,0,0,0,0,1,1
52300,19101,60,40,60,50,0,0,0,0,0,1,1
38624,5633,60,40,60,50,0,0,0,0,0,1,1
50896,3005,60,40,60,50,0,0,0,0,0,1,1
43458,1040,60,40,60,50,0,0,0,0,0,1,1
58976,306,60,40,60,50,0,0,0,0,0,1,1
33586,1007,60,40,60,50,0,0,0,0,0,1,1
57692,2007,60,40,60,50,0,0,0,0,0,1,1
60980,3006,60,40,60,50,0,0,0,0,0,1,1
48042,12174,60,40,60,50,0,0,0,0,0,1,1
36326,7025,60,40,60,50,0,0,0,0,0,1,1
48312,5100,60,40,60,50,0,0,0,0,0,1,1
34758,2557,60,40,60,50,0,0,0,0,0,1,1
46836,1137,60,40,60,50,0,0,0,0,0,1,1
57872,1296,60,40,60,50,0,0,0,0,0,1,1
36204,7741,60,40,60,50,0,0,0,0,0,1,1
60420,1001,60,40,60,50,0,0,0,0,0,1,1
52216,1244,60,40,60,50,0,0,0,0,0,1,1
47950,1201,60,40,60,50,0,0,0,0,0,1,1
46266,8899,60,40,60,50,0,0,0,0,0,1,1
58588,8181,60,40,60,50,0,0,0,0,0,1,1
47128,8090,60,40,60,50,0,0,0,0,0,1,1
55384,1074,60,40,60,50,0,0,0,0,0,1,1
49018,9500,60,40,60,50,0,0,0,0,0,1,1
43614,4900,60,40,60,50,0,0,0,0,0,1,1
38736,7019,60,40,60,50,0,0,0,0,0,1,1
33410,9917,60,40,60,50,0,0,0,0,0,1,1
36200,49176,60,40,60,50,0,0,0,0,0,1,1
35838,631,60,40,60,50,0,0,0,0,0,1,1
53192,9080,60,40,60,50,0,0,0,0,0,1,1
50498,1914,60,40,60,50,0,0,0,0,0,1,1
35808,5718,60,40,60,50,0,0,0,0,0,1,1
41224,33899,60,40,60,50,0,0,0,0,0,1,1
38586,4899,60,40,60,50,0,0,0,0,0,1,1
49208,3971,60,40,60,50,0,0,0,0,0,1,1
56144,1166,60,40,60,50,0,0,0,0,0,1,1
36948,9877,60,40,60,50,0,0,0,0,0,1,1
39874,42,60,40,60,50,0,0,0,0,0,1,1
51486,2105,60,40,60,50,0,0,0,0,0,1,1
55158,2800,60,40,60,50,0,0,0,0,0,1,1
35572,5269,60,40,60,50,0,0,0,0,0,1,1
56268,3800,60,40,60,50,0,0,0,0,0,1,1
35854,4242,60,40,60,50,0,0,0,0,0,1,1
60026,1076,60,40,60,50,0,0,0,0,0,1,1
46188,5544,60,40,60,50,0,0,0,0,0,1,1
44388,65000,60,40,60,50,0,0,0,0,0,1,1
45662,6025,60,40,60,50,0,0,0,0,0,1,1
41892,6839,60,40,60,50,0,0,0,0,0,1,1
36114,1087,60,40,60,50,0,0,0,0,0,1,1
47004,55555,60,40,60,50,0,0,0,0,0,1,1
39556,389,60,40,60,50,0,0,0,0,0,1,1
55174,14441,60,40,60,50,0,0,0,0,0,1,1
48246,26214,60,40,60,50,0,0,0,0,0,1,1
46394,1034,60,40,60,50,0,0,0,0,0,1,1
43976,61532,60,40,60,50,0,0,0,0,0,1,1
50406,6389,60,40,60,50,0,0,0,0,0,1,1
58040,50500,60,40,60,50,0,0,0,0,0,1,1
33744,4279,60,40,60,50,0,0,0,0,0,1,1
52088,1054,60,40,60,50,0,0,0,0,0,1,1
40684,32784,60,40,60,50,0,0,0,0,0,1,1
35700,7103,60,40,60,50,0,0,0,0,0,1,1
59328,14000,60,40,60,50,0,0,0,0,0,1,1
54642,7999,60,40,60,50,0,0,0,0,0,1,1
44592,5877,60,40,60,50,0,0,0,0,0,1,1
55484,1066,60,40,60,50,0,0,0,0,0,1,1
36214,902,60,40,60,50,0,0,0,0,0,1,1
47144,2008,60,40,60,50,0,0,0,0,0,1,1
36316,32785,60,40,60,50,0,0,0,0,0,1,1
51616,667,60,40,60,50,0,0,0,0,0,1,1
45216,6003,60,40,60,50,0,0,0,0,0,1,1
46414,8010,60,40,60,50,0,0,0,0,0,1,1
33712,2366,60,40,60,50,0,0,0,0,0,1,1
40202,5988,60,40,60,50,0,0,0,0,0,1,1
60976,900,60,40,60,50,0,0,0,0,0,1,1
50464,1063,60,40,60,50,0,0,0,0,0,1,1
38972,9575,60,40,60,50,0,0,0,0,0,1,1
51362,10626,60,40,60,50,0,0,0,0,0,1,1
39290,20828,60,40,60,50,0,0,0,0,0,1,1
35140,1287,60,40,60,50,0,0,0,0,0,1,1
56304,3826,60,40,60,50,0,0,0,0,0,1,1
45320,1310,60,40,60,50,0,0,0,0,0,1,1
43422,70,60,40,60,50,0,0,0,0,0,1,1
54618,2121,164,60,52,56,6,6,0,0,0,3,1
40620,6881,60,40,60,50,0,0,0,0,0,1,1
35868,8649,60,40,60,50,0,0,0,0,0,1,1
35714,1218,60,40,60,50,0,0,0,0,0,1,1
52846,458,60,40,60,50,0,0,0,0,0,1,1
57316,49153,60,40,60,50,0,0,0,0,0,1,1
51334,50389,60,40,60,50,0,0,0,0,0,1,1
60606,13782,60,40,60,50,0,0,0,0,0,1,1
60968,3268,60,40,60,50,0,0,0,0,0,1,1
41652,21571,60,40,60,50,0,0,0,0,0,1,1
35734,1117,60,40,60,50,0,0,0,0,0,1,1
35524,6699,60,40,60,50,0,0,0,0,0,1,1
60546,1072,60,40,60,50,0,0,0,0,0,1,1
56432,8193,60,40,60,50,0,0,0,0,0,1,1
50094,714,60,40,60,50,0,0,0,0,0,1,1
51830,5922,60,40,60,50,0,0,0,0,0,1,1
38448,49154,60,40,60,50,0,0,0,0,0,1,1
46940,8001,60,40,60,50,0,0,0,0,0,1,1
40528,5810,60,40,60,50,0,0,0,0,0,1,1
49992,49159,60,40,60,50,0,0,0,0,0,1,1
35744,5087,60,40,60,50,0,0,0,0,0,1,1
36742,8701,60,40,60,50,0,0,0,0,0,1,1
48468,1032,60,40,60,50,0,0,0,0,0,1,1
54044,8083,60,40,60,50,0,0,0,0,0,1,1
58068,691,60,40,60,50,0,0,0,0,0,1,1
52166,1069,60,40,60,50,0,0,0,0,0,1,1
53058,1052,60,40,60,50,0,0,0,0,0,1,1
33230,1111,60,40,60,50,0,0,0,0,0,1,1
54792,2725,60,40,60,50,0,0,0,0,0,1,1
33238,32782,60,40,60,50,0,0,0,0,0,1,1
35238,1031,60,40,60,50,0,0,0,0,0,1,1
53272,2301,60,40,60,50,0,0,0,0,0,1,1
38670,2006,60,40,60,50,0,0,0,0,0,1,1
44674,1322,60,40,60,50,0,0,0,0,0,1,1
50170,222,60,40,60,50,0,0,0,0,0,1,1
56606,49999,60,40,60,50,0,0,0,0,0,1,1
37394,20031,60,40,60,50,0,0,0,0,0,1,1
49478,3283,60,40,60,50,0,0,0,0,0,1,1
34362,1352,60,40,60,50,0,0,0,0,0,1,1
46754,280,60,40,60,50,0,0,0,0,0,1,1
45116,45100,60,40,60,50,0,0,0,0,0,1,1
54710,16001,60,40,60,50,0,0,0,0,0,1,1
58630,4550,60,40,60,50,0,0,0,0,0,1,1
55742,30718,60,40,60,50,0,0,0,0,0,1,1
56074,1112,60,40,60,50,0,0,0,0,0,1,1
57804,10024,60,40,60,50,0,0,0,0,0,1,1
38414,8194,60,40,60,50,0,0,0,0,0,1,1
45790,15004,60,40,60,50,0,0,0,0,0,1,1
57236,9101,60,40,60,50,0,0,0,0,0,1,1
56532,1071,60,40,60,50,0,0,0,0,0,1,1
37748,4343,60,40,60,50,0,0,0,0,0,1,1
58622,2811,60,40,60,50,0,0,0,0,0,1,1
43692,3918,60,40,60,50,0,0,0,0,0,1,1
50446,901,60,40,60,50,0,0,0,0,0,1,1
56966,1075,60,40,60,50,0,0,0,0,0,1,1
54740,5960,60,40,60,50,0,0,0,0,0,1,1
47590,3369,60,40,60,50,0,0,0,0,0,1,1
51714,2525,60,40,60,50,0,0,0,0,0,1,1
55274,3784,60,40,60,50,0,0,0,0,0,1,1
36232,7201,60,40,60,50,0,0,0,0,0,1,1
47768,2196,60,40,60,50,0,0,0,0,0,1,1
59274,8873,60,40,60,50,0,0,0,0,0,1,1
40938,1328,60,40,60,50,0,0,0,0,0,1,1
59930,4003,60,40,60,50,0,0,0,0,0,1,1
36512,37,60,40,60,50,0,0,0,0,0,1,1
48276,873,60,40,60,50,0,0,0,0,0,1,1
51376,5030,60,40,60,50,0,0,0,0,0,1,1
52198,9102,60,40,60,50,0,0,0,0,0,1,1
33708,3995,60,40,60,50,0,0,0,0,0,1,1
42382,3221,60,40,60,50,0,0,0,0,0,1,1
58498,2251,60,40,60,50,0,0,0,0,0,1,1
54234,32777,60,40,60,50,0,0,0,0,0,1,1
36088,1060,60,40,60,50,0,0,0,0,0,1,1
56182,2702,60,40,60,50,0,0,0,0,0,1,1
52796,5280,60,40,60,50,0,0,0,0,0,1,1
56710,1011,60,40,60,50,0,0,0,0,0,1,1
57876,1114,60,40,60,50,0,0,0,0,0,1,1
60670,2049,164,60,52,56,6,6,0,0,0,3,1
40140,18040,60,40,60,50,0,0,0,0,0,1,1
44242,1093,60,40,60,50,0,0,0,0,0,1,1
37108,7800,60,40,60,50,0,0,0,0,0,1,1
52356,7443,60,40,60,50,0,0,0,0,0,1,1
56934,444,60,40,60,50,0,0,0,0,0,1,1
59624,4,60,40,60,50,0,0,0,0,0,1,1
48366,3351,60,40,60,50,0,0,0,0,0,1,1
39028,5050,60,40,60,50,0,0,0,0,0,1,1
60678,16993,60,40,60,50,0,0,0,0,0,1,1
45910,1068,60,40,60,50,0,0,0,0,0,1,1
41736,648,60,40,60,50,0,0,0,0,0,1,1
44912,543,60,40,60,50,0,0,0,0,0,1,1
38184,500,60,40,60,50,0,0,0,0,0,1,1
52340,1700,60,40,60,50,0,0,0,0,0,1,1
54464,44442,60,40,60,50,0,0,0,0,0,1,1
51906,2968,60,40,60,50,0,0,0,0,0,1,1
49976,3998,60,40,60,50,0,0,0,0,0,1,1
48256,2393,60,40,60,50,0,0,0,0,0,1,1
39546,1132,60,40,60,50,0,0,0,0,0,1,1
48980,55056,60,40,60,50,0,0,0,0,0,1,1
34862,726,60,40,60,50,0,0,0,0,0,1,1
55018,9998,60,40,60,50,0,0,0,0,0,1,1
47098,4005,60,40,60,50,0,0,0,0,0,1,1
59640,5051,60,40,60,50,0,0,0,0,0,1,1
46596,407,60,40,60,50,0,0,0,0,0,1,1
51314,2401,60,40,60,50,0,0,0,0,0,1,1
56494,1801,60,40,60,50,0,0,0,0,0,1,1
58732,2811,60,40,60,50,0,0,0,0,0,1,1
43800,3918,60,40,60,50,0,0,0,0,0,1,1
55324,3493,60,40,60,50,0,0,0,0,0,1,1
45808,8088,60,40,60,50,0,0,0,0,0,1,1
36414,16016,60,40,60,50,0,0,0,0,0,1,1
38324,1141,60,40,60,50,0,0,0,0,0,1,1
45232,1164,60,40,60,50,0,0,0,0,0,1,1
52462,83,60,40,60,50,0,0,0,0,0,1,1
42752,1091,60,40,60,50,0,0,0,0,0,1,1
38340,8081,60,40,60,50,0,0,0,0,0,1,1
42858,11967,60,40,60,50,0,0,0,0,0,1,1
32932,5054,60,40,60,50,0,0,0,0,0,1,1
51546,8089,60,40,60,50,0,0,0,0,0,1,1
56950,6792,60,40,60,50,0,0,0,0,0,1,1
57048,1080,60,40,60,50,0,0,0,0,0,1,1
51484,5030,60,40,60,50,0,0,0,0,0,1,1
52306,9102,60,40,60,50,0,0,0,0,0,1,1
33816,3995,60,40,60,50,0,0,0,0,0,1,1
40242,1099,100,60,40,53,371,408,0,0,0,1,1
42490,3221,60,40,60,50,0,0,0,0,0,1,1
58606,2251,60,40,60,50,0,0,0,0,0,1,1
54342,32777,60,40,60,50,0,0,0,0,0,1,1
36196,1060,60,40,60,50,0,0,0,0,0,1,1
56290,2702,60,40,60,50,0,0,0,0,0,1,1
52904,5280,60,40,60,50,0,0,0,0,0,1,1
56818,1011,60,40,60,50,0,0,0,0,0,1,1
57984,1114,60,40,60,50,0,0,0,0,0,1,1
40248,18040,60,40,60,50,0,0,0,0,0,1,1
